Accession	Cell	TF	ES	pval.adj	condition	control	treatment
ENCSR237YZZ.MAFF.GM12878	GM12878	MAFF	-0.9691299999999999	0.0207588739290086	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR239ZLZ.FOSL1.K562	K562	FOSL1	-0.96793	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR251OVJ.SMAD5.GM12878	GM12878	SMAD5	-0.97098	0.00613899613899614	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR253OON.ATF1.HEPG2	HEPG2	ATF1	-0.9759	0.014002642007926001	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR257XVY.ZNF83.K562	K562	ZNF83	-0.9647	0.14012108980827404	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR264RJX.POU5F1.ESC	ESC	POU5F1	-0.97788	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR274CGK.PAX8.K562	K562	PAX8	-0.9626600000000001	0.22579881656804698	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR277DMR.ETV1.K562	K562	ETV1	-0.9716600000000001	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR277OOQ.ZC3H11A.A549	A549	ZC3H11A	-0.9768700000000001	0.0261574618096357	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR278JQG.IKZF1.HEPG2	HEPG2	IKZF1	-0.98251	0.0409944751381215	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR283OLA.DNMT3B.HEPG2	HEPG2	DNMT3B	-0.9691200000000001	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR286PCG.ZBED1.K562	K562	ZBED1	-0.9660299999999999	0.0095067264573991	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR288IJC.MAZ.MCF7	MCF7	MAZ	-0.9676299999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR290MUH.GABPA.K562	K562	GABPA	-0.96519	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR294JWV.ZFP36.A549	A549	ZFP36	-0.9776600000000001	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR302AWT.FOXK2.K562	K562	FOXK2	-0.96552	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR314BBS.PTTG1.K562	K562	PTTG1	-0.96509	0.15569416498994001	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR322CFO.ZEB2.K562	K562	ZEB2	-0.9661299999999999	0.00613899613899614	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR331HPA.GABPA.GM12878	GM12878	GABPA	-0.97236	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR331ORD.CREB1.HEPG2	HEPG2	CREB1	-0.97655	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR332EYT.STAT1.GM12878	GM12878	STAT1	-0.9739	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR338QAC.ELK1.K562	K562	ELK1	-0.9716100000000001	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR347NOB.CEBPZ.GM12878	GM12878	CEBPZ	-0.97965	0.0095067264573991	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR348JOJ.MTA1.MCF7	MCF7	MTA1	-0.9666299999999999	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR352BJL.ZNF318.K562	K562	ZNF318	-0.9721	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR353HEP.TARDBP.K562	K562	TARDBP	-0.9638	0.0207588739290086	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR356WVQ.KAT2B.A549	A549	KAT2B	-0.97077	0.0841797283176594	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR359NFW.USF2.K562	K562	USF2	-0.97301	0.00830721003134796	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR364SNE.POU5F1.K562	K562	POU5F1	-0.96595	0.0409944751381215	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR376WCJ.IRF2.K562	K562	IRF2	-0.9623799999999999	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR382AIB.DDX20.K562	K562	DDX20	-0.96819	0.13933265925176902	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR382MOM.YY1.LIVER	LIVER	YY1	-0.9652299999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR382WLL.ELK1.MCF7	MCF7	ELK1	-0.96815	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR385AHH.ZNF24.K562	K562	ZNF24	-0.9749899999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR387SYS.DEAF1.K562	K562	DEAF1	-0.9704200000000001	0.0588260405549626	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR387UWP.HDAC1.K562	K562	HDAC1	-0.96459	0.00613899613899614	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR391JII.RCOR1.MCF7	MCF7	RCOR1	-0.9747600000000001	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR392EAA.CHD1.HELA_S3	HELA S3	CHD1	-0.96696	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR395HWC.IKZF1.K562	K562	IKZF1	-0.96386	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR396QWK.MBD1_ISOF1.HEPG2	HEPG2	MBD1_ISOF1	-0.9640799999999999	0.0217632850241546	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR398YBM.CHD1.A549	A549	CHD1	-0.9701799999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR404BPV.SMC3.NEURAL	NEURAL	SMC3	-0.9644299999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR407BEZ.ZHX2.HEPG2	HEPG2	ZHX2	-0.96529	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR408JQO.IRF3.GM12878	GM12878	IRF3	-0.9719200000000001	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR410DWC.PYGO2.K562	K562	PYGO2	-0.97165	0.0377728285077951	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR411UYA.MTA2.K562	K562	MTA2	-0.9640799999999999	0.0118105849582173	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR412CTM.SUZ12.K562	K562	SUZ12	-0.96729	0.022822966507177005	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR412QBS.TARDBP.GM12878	GM12878	TARDBP	-0.96645	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR414TYY.RUNX1.K562	K562	RUNX1	-0.9625600000000001	0.14012108980827404	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR416QLJ.CBFB.K562	K562	CBFB	-0.96647	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR426MDV.MIER1.K562	K562	MIER1	-0.9668200000000001	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR427BBI.MLLT1.MCF7	MCF7	MLLT1	-0.9789399999999999	0.00830721003134796	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR440VKE.ADNP.K562	K562	ADNP	-0.9746	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR445ACU.SOX13.HEPG2	HEPG2	SOX13	-0.9696	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR446LAV.DDX20.K562	K562	DDX20	-0.97088	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR449UFF.ZKSCAN1.MCF7	MCF7	ZKSCAN1	-0.9801	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR452YHM.SIN3B.HEPG2	HEPG2	SIN3B	-0.96295	0.0151036269430052	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR459FTB.UBTF.GM12878	GM12878	UBTF	-0.97341	0.00613899613899614	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR464DKE.CTCF.LOUCY	LOUCY	CTCF	-0.96515	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR465VLK.FOXK2.MCF7	MCF7	FOXK2	-0.9836600000000001	0.0324858115777526	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR468LUO.SIN3A.MCF7	MCF7	SIN3A	-0.96688	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR473SUA.ESRRA.A549	A549	ESRRA	-0.97414	0.0151036269430052	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR480LIS.ATF3.LIVER	LIVER	ATF3	-0.9718200000000001	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR485GKE.NFE2L2.K562	K562	NFE2L2	-0.9636	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR486IFJ.ESRRA.K562	K562	ESRRA	-0.96185	0.014002642007926001	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR488EES.NFE2L2.HEPG2	HEPG2	NFE2L2	-0.96954	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR494TDU.NRF1.K562	K562	NRF1	-0.9668700000000001	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR501DKS.TCF7.GM12878	GM12878	TCF7	-0.97888	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR506CVF.RB1.K562	K562	RB1	-0.95911	0.0387375415282392	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR508DQA.FOXK2.K562	K562	FOXK2	-0.96673	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR509GDT.GFI1B.K562	K562	GFI1B	-0.9650700000000001	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR513XQX.SIN3A.A549	A549	SIN3A	-0.96629	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR514VAY.HCFC1.GM12878	GM12878	HCFC1	-0.96344	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR517QHU.BHLHE40.GM12878	GM12878	BHLHE40	-0.96546	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR518WPL.NR2F6.HEPG2	HEPG2	NR2F6	-0.96354	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR524BUE.RAD51.K562	K562	RAD51	-0.97305	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR529JYA.HCFC1.HEPG2	HEPG2	HCFC1	-0.96629	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR534VHI.ETS1.ESC	ESC	ETS1	-0.9672799999999999	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR541WQI.MAFK.A549	A549	MAFK	-0.96826	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR546KCN.FOSL2.MCF7	MCF7	FOSL2	-0.9790700000000001	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR550HCT.KLF1.K562	K562	KLF1	-0.9618200000000001	0.034578177727783994	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR551ZDZ.MTA2.MCF7	MCF7	MTA2	-0.98982	0.0161421319796954	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR555PBN.MAFK.MCF7	MCF7	MAFK	-0.97535	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR557JTZ.GTF2F1.MCF7	MCF7	GTF2F1	-0.9621200000000001	0.0173770491803279	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR557RVF.ZHX1.K562	K562	ZHX1	-0.96545	0.0173770491803279	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR563FBT.USF2.A549	A549	USF2	-0.9687899999999999	0.0161421319796954	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR563YDA.HDGF.K562	K562	HDGF	-0.96349	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR571PDN.SSRP1.HEPG2	HEPG2	SSRP1	-0.9663299999999999	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR580IAO.ZNF197.K562	K562	ZNF197	-0.97359	0.21493570722057398	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR584GHV.NFE2L2.A549	A549	NFE2L2	-0.9793799999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR585CVE.BACH1.GM12878	GM12878	BACH1	-0.9694	0.0588260405549626	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR587OQL.SMARCA4.K562	K562	SMARCA4	-0.96388	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR588AKU.RUNX1.K562	K562	RUNX1	-0.96388	0.0356502242152466	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR590CNM.GATA4.HEPG2	HEPG2	GATA4	-0.9641	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR597VGC.ETV6.GM12878	GM12878	ETV6	-0.98498	0.0324858115777526	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR603XLW.ZNF589.K562	K562	ZNF589	-0.97901	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR608HVP.KLF13.K562	K562	KLF13	-0.96536	0.00830721003134796	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR611WZO.SREBF2.HELA_S3	HELA S3	SREBF2	-0.95878	0.0578800856531049	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR616WEG.HBP1.HEPG2	HEPG2	HBP1	-0.96325	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR618GDK.CEBPZ.K562	K562	CEBPZ	-0.97736	0.0387375415282392	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR618ICR.RCOR1.A549	A549	RCOR1	-0.97756	0.0250887573964497	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR619GFP.HINFP.K562	K562	HINFP	-0.9704799999999999	0.0483913043478261	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR620VIC.CEBPG.K562	K562	CEBPG	-0.9669	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR620YNB.KAT2B.HEPG2	HEPG2	KAT2B	-0.98534	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR623KNM.ELK1.A549	A549	ELK1	-0.96951	0.260097370983447	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR626VUC.ETV6.GM12878	GM12878	ETV6	-0.97204	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR632SHZ.NFE2L1.K562	K562	NFE2L1	-0.96844	0.0789716684155299	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR633EIC.PBX2.K562	K562	PBX2	-0.9779399999999999	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR635GTR.TEAD2.K562	K562	TEAD2	-0.9782299999999999	0.0729100529100529	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR636EYA.CTBP1.MCF7	MCF7	CTBP1	-0.9672700000000001	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR636YLV.MAZ.A549	A549	MAZ	-0.9658	0.0261574618096357	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR637QAM.TRIM22.GM12878	GM12878	TRIM22	-0.9677399999999999	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR638QYO.SREBF2.A549	A549	SREBF2	-0.98982	0.0558494623655914	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR642VZY.KDM4B.K562	K562	KDM4B	-0.96349	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR646CKG.EZH2.KARPAS422	KARPAS422	EZH2	-0.98503	0.36150289017341	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR648INT.ILK.K562	K562	ILK	-0.96693	0.20380574826561002	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR656JZL.HHEX.HEPG2	HEPG2	HHEX	-0.9777299999999999	0.00830721003134796	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR657EOF.NFRKB.K562	K562	NFRKB	-0.9688399999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR663ZZZ.MNT.MCF7	MCF7	MNT	-0.96547	0.00613899613899614	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR664POU.RELA.GM12878	GM12878	RELA	-0.9656600000000001	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR669LCD.ATF4.HEPG2	HEPG2	ATF4	-0.98321	0.0483913043478261	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR671GFC.TAF7.K562	K562	TAF7	-0.97325	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR675LRO.MLLT1.K562	K562	MLLT1	-0.9658899999999999	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR679FAB.RNF2.GM12878	GM12878	RNF2	-0.9708899999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR680OFU.EP300.HELA_S3	HELA S3	EP300	-0.96462	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR681NOM.CEBPB.GM12878	GM12878	CEBPB	-0.97025	0.0281199538638985	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR697CUP.HCFC1.MCF7	MCF7	HCFC1	-0.95957	0.0452792990142388	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR699TNT.BACH1.HEPG2	HEPG2	BACH1	-0.9748399999999999	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR706BJO.ZBTB11.K562	K562	ZBTB11	-0.9664799999999999	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR709DRM.E2F5.K562	K562	E2F5	-0.96731	0.0894375	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR714YZG.ETV4.HEPG2	HEPG2	ETV4	-0.9667	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR715CCR.DPF2.K562	K562	DPF2	-0.96468	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR725LYT.ARID3A.GM12878	GM12878	ARID3A	-0.96701	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR729HVR.ZNF644.K562	K562	ZNF644	-0.9713200000000001	0.0184577114427861	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR737LTZ.MYNN.K562	K562	MYNN	-0.9647600000000001	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR737UST.ZNF740.K562	K562	ZNF740	-0.97077	0.0493824485373781	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR739IHN.TBX21.GM12878	GM12878	TBX21	-0.96696	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR740NPG.BACH1.K562	K562	BACH1	-0.97183	0.0184577114427861	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR744XTG.SUZ12.GM12878	GM12878	SUZ12	-0.97275	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR750LYM.NR2C2.K562	K562	NR2C2	-0.96716	0.00613899613899614	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR756ZKG.CTCF.OCILY3	OCILY3	CTCF	-0.9620700000000001	0.00613899613899614	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR757IIU.HMBOX1.K562	K562	HMBOX1	-0.9641200000000001	0.0118105849582173	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR769ZTN.GTF2F1.GM12878	GM12878	GTF2F1	-0.9636899999999999	0.00830721003134796	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR771GTF.SUZ12.HEPG2	HEPG2	SUZ12	-0.9769100000000001	0.0118105849582173	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR772EEN.RELA.K562	K562	RELA	-0.96534	0.0292078071182549	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR782WRO.BMI1.K562	K562	BMI1	-0.97306	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR787RVK.TSC22D4.K562	K562	TSC22D4	-0.9939	0.0324858115777526	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR788RSW.SOX6.K562	K562	SOX6	-0.9660799999999999	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR795IYP.JUNB.K562	K562	JUNB	-0.9701299999999999	0.0261574618096357	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR815ZDS.SREBF1.K562	K562	SREBF1	-0.96149	0.0420727673649394	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR818DQV.MAFG.K562	K562	MAFG	-0.9678700000000001	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR819ATC.MYB.GM12878	GM12878	MYB	-0.9657100000000001	0.0106	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR819WZE.CBX1.HEPG2	HEPG2	CBX1	-0.9637899999999999	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR822CEA.CTCF.NEURAL	NEURAL	CTCF	-0.963	0.0095067264573991	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR835TCD.HDAC8.K562	K562	HDAC8	-0.9638200000000001	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR837EYC.NRF1.K562	K562	NRF1	-0.97106	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR839XZU.CREM.GM12878	GM12878	CREM	-0.9666	0.00465934065934066	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR843ZUP.EP300.NEURAL	NEURAL	EP300	-0.9698100000000001	0.00298591549295775	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR845BCL.ZNF639.K562	K562	ZNF639	-0.9669200000000001	0.0118105849582173	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR847LBF.FOXJ2.K562	K562	FOXJ2	-0.97201	0.128845760980592	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR849DFF.PBX2.HEPG2	HEPG2	PBX2	-0.9658399999999999	0.0738753959873284	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR851BNE.MEIS2.K562	K562	MEIS2	-0.9664	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR853ADA.NRF1.HEPG2	HEPG2	NRF1	-0.9653	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR854MCV.IRF1.K562	K562	IRF1	-0.96952	0.007162162162162159	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR855WKQ.ZHX1.HELA_S3	HELA S3	ZHX1	-0.9608899999999999	0.0128571428571429	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR857KDI.BRCA1.A549	A549	BRCA1	-0.9739	0.034578177727783994	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR860UHK.CBFB.GM12878	GM12878	CBFB	-0.9697899999999999	0.0	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
ENCSR863KUB.TCF7.K562	K562	TCF7	-0.96605	0.0292078071182549	genotype_SY5609_vs_DMSO.enrichment	30min_DMSO	30min_SY5609
